Team,Position,Shirt number,Name,Minutes played,Games played,Full games played,Games started,Games where substituted,Yellow Cards,Red Cards,Second Yellows,Goals scored,Penalties scored,Own goals,Goals conceded while player on pitch,Tackles,Interceptions,Recoveries,Clearances,Successful tackles,Unssuccessful tackles,Last man,Successful duels,Duels lost,Successful aerial challenges,Unsuccessful aerial challenges,Offsides,Fouls suffered,Fouls committed,Penalties won,Penalties given away,Handballs committed,Fouls committed per card,Shots,Shots on target,Assists,Successful dribbles,Unsuccessful dribbles,Goals scored,From inside the area,From outside the area,Goals with left foot,Goals with right foot,Penalties scored,Goals scored with header,Goals from set piece,Crosses,Corners,Tackles,Duels,Man-to-man duels,Aerial duels,Passes,Short passes,Long passes,Through balls,Goals scored per attempt
Girona FC,Midfielder,6,Granell,2.392,32,20,26,12,5,0,0,0,0,0,40,5,35,164,31,28,36,0,130,118,33,32,1,48,33,0,0,1,8,33,7,4,21,10,0,0,0,0,0,0,0,0,112,66,64,313,248,65,1.306,1.069,234,3,0
Girona FC,Midfielder,8,Pere Pons,2.796,34,25,32,9,4,0,0,1,0,0,42,12,35,178,35,46,37,0,156,179,51,70,0,49,70,0,1,5,12,17,7,2,27,26,1,0,0,1,0,0,0,0,11,0,83,456,335,121,1.184,1.1,81,3,1
Girona FC,Midfielder,10,Borja García,2.636,33,19,30,14,0,1,0,1,0,0,38,2,38,206,14,27,12,0,176,112,23,34,4,103,19,0,0,3,1,24,14,3,37,24,1,0,0,1,0,0,0,0,37,8,39,345,288,57,1.288,1.132,135,21,1
Girona FC,Midfielder,12,Douglas Luiz,1.487,23,12,16,11,7,0,0,0,0,0,22,7,21,136,23,19,15,0,87,90,26,20,0,30,47,0,1,3,25,10,0,0,23,2,0,0,0,0,0,0,0,0,12,4,34,223,177,46,728,621,106,1,0
Girona FC,Midfielder,17,Roberts,594,19,0,6,19,0,0,0,0,0,0,9,0,3,23,2,6,1,0,43,51,1,4,2,9,0,0,0,0,0,7,5,0,27,22,0,0,0,0,0,0,0,0,8,0,7,99,94,5,174,164,9,1,0
Girona FC,Midfielder,23,Aleix García,1.665,31,6,20,25,1,0,0,2,0,0,24,6,21,120,13,19,18,0,68,63,17,29,1,19,12,0,0,0,0,13,5,1,13,10,0,2,0,2,0,0,1,0,33,48,37,177,131,46,1.073,950,121,2,1
Girona FC,Midfielder,24,Pedro Porro,2.212,32,16,25,16,3,0,0,0,0,0,33,2,39,179,39,31,21,0,117,114,18,37,0,35,24,0,0,1,6,17,6,4,30,29,0,0,0,0,0,0,0,0,124,0,52,286,231,55,865,725,139,1,0
Girona FC,Midfielder,34,Valery Fernández,884,17,5,10,12,2,0,0,0,0,0,18,1,8,52,5,15,5,0,54,31,8,13,0,15,8,0,0,0,4,1,1,1,19,7,0,0,0,0,0,0,0,0,26,0,20,106,85,21,279,261,18,0,0
Girona FC,Midfielder,37,Álex Pachón,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Girona FC,Forward,7,Stuani,2.731,32,26,30,6,9,0,0,19,5,0,40,1,4,60,36,13,10,0,108,137,117,125,24,74,89,2,0,5,33,67,39,0,14,15,19,0,2,11,5,6,0,0,3,0,23,487,245,242,503,489,14,0,8
Girona FC,Forward,9,Portu,2.833,34,20,33,14,3,0,0,9,1,0,47,1,9,104,1,24,9,0,105,156,26,83,11,42,26,0,0,2,2,33,19,2,32,38,9,0,0,8,1,1,0,0,72,0,33,370,261,109,621,593,24,4,6
Girona FC,Forward,19,Lozano,725,20,0,7,20,4,1,0,0,0,0,9,1,0,28,4,5,1,0,21,69,24,34,5,10,42,1,0,0,17,19,11,0,5,9,0,0,0,0,0,0,0,0,10,0,6,148,90,58,180,167,12,1,0
Girona FC,Forward,22,Doumbia,535,17,1,5,16,2,0,0,2,0,0,9,0,3,16,1,1,4,0,22,31,5,37,4,5,10,0,0,0,4,13,9,0,12,5,2,0,0,1,0,1,0,0,1,0,5,95,53,42,70,68,2,0,2
Levante UD,Goalkeeper,1,Koke,90,1,1,1,0,0,0,0,0,0,0,2,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,12,8,0,0
Levante UD,Goalkeeper,13,Oier,1.89,21,21,21,0,1,0,0,0,0,0,40,0,1,184,27,1,0,0,3,1,4,1,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,9,4,5,478,121,357,0,0
Levante UD,Goalkeeper,25,Aitor Fdez.,1.44,16,16,16,0,0,0,0,0,0,0,24,0,1,148,16,0,1,0,2,0,5,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,7,2,5,374,98,276,0,0
Levante UD,Defender,,Jordi,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Levante UD,Defender,3,Toño,1.767,21,17,21,4,4,0,0,1,0,1,25,5,14,107,28,13,4,0,66,70,8,15,9,18,11,0,1,0,3,12,4,2,32,32,1,0,1,0,0,0,0,1,49,2,17,159,136,23,635,558,77,0,1
Levante UD,Defender,4,Rober Pier,2.855,33,31,32,2,6,0,0,1,0,1,58,36,51,191,123,29,12,0,62,53,62,68,1,13,28,0,1,2,10,7,1,0,10,0,1,0,1,0,0,0,0,1,1,0,41,245,115,130,1.095,909,186,0,1
Levante UD,Defender,6,Chema R.,1.251,19,9,13,10,7,0,0,2,0,0,23,11,19,51,82,19,8,0,33,24,32,18,0,5,19,0,0,0,10,5,2,0,2,0,1,1,1,1,0,0,0,0,0,0,27,107,57,50,371,278,93,0,1
Levante UD,Defender,12,Coke,1.815,27,14,19,13,2,1,1,4,0,0,34,9,40,113,52,27,17,0,86,85,25,39,1,31,26,0,0,0,4,11,6,0,12,18,4,0,0,2,0,2,0,0,44,0,44,235,171,64,746,642,103,1,4
Levante UD,Defender,14,Rubén Vezo,1.534,19,16,17,3,6,0,0,2,0,0,21,21,21,77,94,18,10,0,45,34,34,33,1,15,19,0,0,0,7,6,3,1,6,4,2,0,0,0,0,2,0,0,8,0,28,146,79,67,583,477,106,0,2
Levante UD,Defender,15,Postigo,1.45,21,12,17,9,4,1,0,1,0,0,30,12,20,75,78,15,10,1,29,20,20,29,0,4,12,0,0,0,4,3,2,1,0,2,1,0,1,0,0,0,0,0,0,0,25,98,49,49,493,385,107,1,1
Levante UD,Defender,18,E. Cabaco,1.638,21,12,20,9,9,2,1,2,0,0,35,14,29,69,65,13,9,0,35,52,39,36,1,13,33,0,1,1,20,8,3,0,1,2,2,0,0,1,0,1,0,0,2,0,22,162,87,75,695,535,160,0,2
Levante UD,Defender,19,Pedro López,463,8,2,4,6,1,0,0,0,0,0,11,3,8,26,7,3,2,0,21,18,5,5,0,12,7,0,0,1,0,1,1,1,5,7,0,0,0,0,0,0,0,0,14,0,5,49,39,10,175,151,24,0,0
Levante UD,Defender,22,Antonio Luna,1.259,16,11,14,5,4,0,0,0,0,0,27,7,15,99,36,10,4,0,33,42,13,8,0,12,14,0,0,1,5,1,1,2,7,4,0,0,0,0,0,0,0,0,51,1,14,96,75,21,477,412,64,1,0
Levante UD,Midfielder,5,Doukouré C.,313,9,1,3,8,1,0,0,0,0,0,10,2,3,15,3,7,6,0,21,29,4,11,0,6,13,0,1,0,5,1,1,0,2,1,0,0,0,0,0,0,0,0,1,0,13,65,50,15,109,104,5,0,0
Levante UD,Midfielder,10,Bardhi,2.841,36,23,31,13,6,0,0,3,0,0,51,3,31,198,33,43,27,0,159,198,11,27,5,47,61,1,1,5,10,50,18,4,43,29,2,1,1,2,0,0,1,0,44,33,70,395,357,38,1.103,981,119,3,1
Levante UD,Midfielder,11,J. Morales,3.197,37,32,35,5,7,0,0,12,3,0,62,1,12,128,11,15,6,0,142,230,15,41,22,52,31,3,0,2,11,48,33,5,69,76,12,0,2,9,3,1,0,0,70,3,22,428,372,56,695,631,60,4,7
Levante UD,Midfielder,16,Rochina,1.812,27,4,23,23,9,2,2,4,0,0,31,0,21,130,17,33,18,2,168,190,25,21,1,53,49,0,0,0,28,30,12,5,65,27,2,2,4,0,0,0,0,0,49,39,51,404,358,46,941,740,186,15,3
Levante UD,Midfielder,17,Vukčević,670,16,1,9,15,3,1,1,0,0,0,9,5,10,39,16,18,7,0,38,37,17,9,0,11,21,0,1,1,7,0,0,1,4,0,0,0,0,0,0,0,0,0,0,0,25,101,75,26,244,223,20,1,0
Levante UD,Midfielder,23,Jason,2.331,30,19,26,11,10,0,0,2,0,0,39,4,47,139,25,25,19,0,123,159,34,32,3,51,26,0,1,1,11,25,9,5,29,49,2,0,0,0,0,2,0,0,60,8,44,348,282,66,650,576,71,3,1
Levante UD,Midfielder,24,J. Campaña,3.213,36,33,36,3,12,0,0,4,0,0,61,7,48,268,44,45,20,0,144,161,44,46,4,35,42,0,1,1,19,14,9,9,47,32,3,1,2,2,0,0,0,0,50,115,65,395,305,90,1.857,1.695,161,1,3
Levante UD,Midfielder,27,Fran Manzanara,155,4,1,1,3,0,0,0,0,0,0,7,2,1,5,7,5,2,0,8,1,5,4,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,18,9,9,67,63,4,0,0
Levante UD,Midfielder,31,Arturo Molina,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Levante UD,Forward,2,B. Mayoral,1.614,29,10,16,19,1,0,0,3,0,0,34,1,6,64,5,4,5,0,62,90,23,46,16,33,16,0,0,4,1,21,15,2,22,19,3,0,1,2,0,0,0,0,5,0,10,221,152,69,387,366,19,2,2
Levante UD,Forward,7,Moses,779,19,3,8,16,1,0,0,1,0,0,12,1,12,47,8,8,6,1,40,45,3,9,0,6,8,0,1,1,1,10,5,1,20,15,1,0,1,0,0,0,0,0,29,0,14,97,85,12,213,186,26,1,1
Levante UD,Forward,9,Roger,1.894,31,9,23,22,4,0,0,13,2,0,41,1,4,48,8,6,2,0,47,85,25,56,8,32,38,1,0,3,4,56,30,0,11,16,13,0,2,10,2,1,0,0,17,0,9,213,132,81,347,320,24,3,8
Levante UD,Forward,20,Dwamena,213,12,1,1,11,0,0,0,0,0,0,5,1,0,5,2,0,0,0,8,10,6,13,4,6,8,1,0,3,0,4,2,1,2,4,0,0,0,0,0,0,0,0,3,0,0,37,18,19,41,38,3,0,0
R. Valladolid CF,Goalkeeper,1,Masip,3.15,35,35,35,0,1,0,0,0,0,0,45,0,1,316,13,1,0,0,2,0,4,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,8,2,6,983,154,829,0,0
R. Valladolid CF,Goalkeeper,13,Yoel,270,3,3,3,0,0,0,0,0,0,0,6,0,0,27,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,92,16,76,0,0
R. Valladolid CF,Defender,2,Joaquín,836,13,8,9,5,2,0,0,1,0,1,16,7,17,36,45,9,7,1,23,15,38,22,0,8,8,0,0,0,2,7,2,0,0,0,1,0,0,0,0,1,0,1,0,0,16,98,38,60,308,267,41,0,1
R. Valladolid CF,Defender,3,Moisés,270,3,3,3,0,1,0,0,0,0,0,6,1,3,12,9,6,1,0,12,6,3,4,0,3,4,0,0,0,2,2,0,0,2,0,0,0,0,0,0,0,0,0,10,0,7,25,18,7,74,65,9,0,0
R. Valladolid CF,Defender,4,K. Olivas,3.102,35,33,35,2,6,0,0,0,0,0,45,18,46,201,166,38,13,0,103,47,67,64,1,37,17,0,3,3,7,5,1,0,19,0,0,0,0,0,0,0,0,0,0,0,51,281,150,131,1.349,1.196,152,1,0
R. Valladolid CF,Defender,5,Calero,3.13,36,34,35,2,7,0,0,1,0,0,46,31,55,160,164,31,20,2,73,51,70,92,0,12,35,0,2,1,11,8,2,0,11,0,1,0,0,0,0,1,0,0,4,0,52,286,124,162,1.45,1.221,229,0,1
R. Valladolid CF,Defender,17,Moyano,2.106,27,14,25,13,3,0,0,0,0,0,22,9,25,110,74,17,9,1,53,34,27,35,0,22,8,0,0,0,3,5,2,0,7,1,0,0,0,0,0,0,0,0,34,0,26,149,87,62,714,575,139,0,0
R. Valladolid CF,Defender,18,Antoñito,1.854,30,16,18,14,5,0,0,2,0,0,36,8,18,84,21,21,14,0,67,88,14,23,5,12,29,0,0,1,9,6,2,1,22,18,1,1,0,2,0,0,0,0,93,0,35,192,155,37,650,565,84,1,2
R. Valladolid CF,Defender,22,Nacho,3.15,35,35,35,0,10,0,0,1,0,0,45,10,45,183,81,66,44,1,157,76,30,38,6,36,29,0,0,5,12,12,6,3,12,10,0,1,1,0,0,0,0,0,148,2,110,301,233,68,1.378,1.08,294,4,1
R. Valladolid CF,Defender,28,Salisu,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
R. Valladolid CF,Defender,34,Roberto Corral,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
R. Valladolid CF,Defender,38,Javier Aparicio,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
R. Valladolid CF,Midfielder,,Hervías,341,6,1,4,5,1,0,0,0,0,0,6,0,2,14,0,1,1,0,16,16,3,4,0,8,3,0,0,1,1,6,2,1,6,5,0,0,0,0,0,0,0,0,30,16,2,39,32,7,99,92,7,0,0
R. Valladolid CF,Midfielder,6,Luismi,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
R. Valladolid CF,Midfielder,7,Waldo,493,8,1,5,7,1,0,0,1,0,0,4,0,1,24,7,2,2,0,13,19,2,10,4,2,7,0,0,0,1,11,7,0,7,5,0,1,0,1,0,0,0,0,12,0,4,44,32,12,130,114,15,1,1
R. Valladolid CF,Midfielder,8,Borja,839,19,5,10,14,4,0,0,0,0,0,17,2,14,55,25,13,4,0,23,28,38,24,1,6,17,0,0,1,6,4,1,0,1,0,0,0,0,0,0,0,0,0,2,0,17,113,51,62,379,314,64,1,0
R. Valladolid CF,Midfielder,10,Óscar Plano,2.696,33,23,30,10,8,0,0,3,0,0,47,3,22,132,20,45,18,0,152,150,36,64,8,66,68,2,2,2,25,37,14,4,25,16,3,0,2,0,0,1,0,0,32,32,63,402,302,100,771,714,56,1,2
R. Valladolid CF,Midfielder,11,Verde,641,22,2,4,20,1,0,0,2,1,0,14,0,7,32,3,3,3,0,26,33,1,5,8,11,3,0,0,2,1,20,9,0,9,12,1,1,2,0,1,0,1,0,40,33,6,65,59,6,232,212,19,1,2
R. Valladolid CF,Midfielder,14,Rubén Alcaraz,2.978,34,31,34,3,13,0,0,3,0,0,43,10,38,268,47,54,42,0,226,169,50,68,1,109,69,0,0,2,35,34,11,2,22,7,0,3,0,3,0,0,2,0,27,14,96,513,395,118,1.712,1.4,310,2,2
R. Valladolid CF,Midfielder,19,Toni,1.774,26,5,21,21,3,0,0,2,0,0,23,0,12,108,6,32,19,0,143,147,3,19,3,41,28,0,0,0,6,26,14,2,51,32,2,0,0,2,0,0,0,0,42,1,51,312,290,22,551,521,30,0,2
R. Valladolid CF,Midfielder,21,Míchel,2.551,35,20,27,15,9,0,0,1,0,0,35,4,43,228,25,38,22,0,101,128,24,47,4,22,43,0,1,1,19,18,5,2,21,8,0,1,0,1,0,0,0,0,67,102,60,300,229,71,1.604,1.364,237,3,1
R. Valladolid CF,Midfielder,23,Anuar,1.082,19,5,12,14,6,0,0,1,0,0,13,1,11,53,23,19,14,0,52,47,26,33,4,15,29,0,0,2,10,8,4,0,4,2,1,0,1,0,0,0,0,0,2,1,33,158,99,59,395,364,30,1,0
R. Valladolid CF,Midfielder,24,Keko Gontán,1.543,26,3,20,23,3,0,0,2,0,0,23,1,14,91,8,18,24,0,91,104,11,29,14,21,32,0,1,3,5,21,11,1,29,23,2,0,0,2,0,0,0,0,98,8,42,235,195,40,416,374,42,0,1
R. Valladolid CF,Midfielder,27,Miguel De la Fuente,11,2,0,0,2,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,1,2,0,1,0,0,0,0,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,2,3,6,6,0,0,0
R. Valladolid CF,Midfielder,31,Pablo Muñoz,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
R. Valladolid CF,Midfielder,37,Hacen,2,1,0,0,1,0,0,0,0,0,0,0,0,1,2,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,2,1,1,0,0
R. Valladolid CF,Forward,9,Enes Ünal,2.15,33,11,24,22,7,0,0,6,3,0,30,4,2,67,18,10,7,0,71,113,102,149,17,39,42,0,0,3,14,38,16,3,18,20,6,0,0,4,3,2,0,0,8,0,17,435,184,251,524,502,20,2,3
R. Valladolid CF,Forward,12,Sergi Guardiola,1.544,20,15,17,5,0,0,0,3,0,0,26,0,5,41,17,12,8,0,72,97,44,85,14,33,38,3,0,3,0,37,16,1,19,20,3,0,2,0,0,0,0,0,21,0,20,298,169,129,357,332,23,2,2
R. Valladolid CF,Forward,20,Duje Cop,679,18,3,6,15,2,0,0,0,0,0,13,3,3,15,2,4,1,0,13,24,15,34,3,8,6,1,0,0,4,12,5,0,1,6,0,0,0,0,0,0,0,0,6,0,5,86,37,49,169,165,4,0,0
R. Valladolid CF,Forward,42,Stiven ,36,2,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,2,0,3,0,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,5,3,6,6,0,0,0
Rayo Vallecano,Goalkeeper,1,Alberto G.,1.53,17,17,17,0,1,0,0,0,0,0,35,0,2,142,5,1,0,0,3,2,1,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,6,5,1,471,178,293,0,0
Rayo Vallecano,Goalkeeper,13,Dimitrievski,1.89,21,21,21,0,3,0,0,0,0,0,35,0,0,203,17,0,0,0,6,1,6,0,0,4,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,7,6,525,167,358,0,0
Rayo Vallecano,Goalkeeper,30,Miguel Ángel Morro,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Rayo Vallecano,Defender,,Alejandro Catena,177,2,1,2,1,1,0,0,0,0,0,4,2,8,7,8,4,0,0,6,3,6,4,0,2,4,0,1,1,3,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,4,19,9,10,99,85,14,0,0
Rayo Vallecano,Defender,,Sergio Akieme,180,2,2,2,0,0,0,0,0,0,1,4,0,1,8,5,3,0,1,7,5,1,6,0,2,2,0,0,0,0,0,0,1,2,0,0,0,0,0,0,0,0,1,8,0,3,19,12,7,65,57,8,0,0
Rayo Vallecano,Defender,2,Tito L. V.,1.099,15,10,12,5,2,0,0,0,0,0,24,2,17,52,37,9,5,0,29,33,21,27,0,14,6,0,0,0,1,1,1,0,2,5,0,0,0,0,0,0,0,0,15,0,14,110,62,48,491,427,64,0,0
Rayo Vallecano,Defender,7,Álex Moreno,3.139,36,32,36,4,5,0,0,1,0,0,60,9,41,206,79,39,25,0,162,154,30,45,8,44,41,0,0,3,7,16,7,1,56,50,1,0,0,1,0,0,0,0,103,0,64,391,316,75,1.1,975,123,2,1
Rayo Vallecano,Defender,16,Amat,2.764,31,30,31,1,10,0,0,0,0,0,60,10,44,147,119,31,23,0,86,75,49,48,1,9,47,0,2,0,25,5,1,0,24,4,0,0,0,0,0,0,0,0,0,0,54,258,161,97,1.282,1.073,207,2,0
Rayo Vallecano,Defender,17,Advíncula,2.391,28,24,27,4,2,2,2,1,0,0,48,2,19,131,55,38,14,1,135,104,26,33,0,46,48,2,0,1,9,13,5,3,39,14,1,0,0,1,0,0,0,0,54,0,53,298,239,59,939,835,103,1,1
Rayo Vallecano,Defender,20,E. Velázquez,1.275,18,12,14,6,8,0,0,0,0,0,29,7,47,78,103,32,17,0,70,48,41,28,0,6,30,0,1,0,20,5,3,2,15,2,0,0,0,0,0,0,0,0,5,0,49,187,118,69,505,388,116,1,0
Rayo Vallecano,Defender,21,A. Ba,2.111,26,21,25,5,4,2,0,1,0,0,34,18,29,154,157,33,13,1,62,32,69,34,1,13,24,0,3,2,9,9,4,0,4,1,1,0,0,0,0,1,0,0,1,0,46,197,94,103,1.049,838,210,1,1
Rayo Vallecano,Defender,23,Gálvez,1.418,17,11,17,6,6,0,0,1,0,0,28,2,45,111,69,28,10,0,52,40,35,28,1,13,22,0,2,0,13,6,3,0,1,1,1,0,0,1,0,0,0,0,1,0,38,155,92,63,686,561,124,1,1
Rayo Vallecano,Defender,31,Martín Pascual,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Rayo Vallecano,Defender,33,Luis Meseguer,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Rayo Vallecano,Midfielder,,Santi Comesaña,2.032,25,21,23,4,6,0,0,1,0,0,37,5,30,137,39,36,21,0,107,106,40,51,1,28,28,0,0,1,14,6,1,1,26,11,0,1,0,1,0,0,0,0,7,0,57,304,213,91,1.067,950,116,1,1
Rayo Vallecano,Midfielder,3,Uche,372,6,3,5,3,2,0,0,0,0,0,8,1,6,22,1,4,3,0,13,20,8,6,0,4,12,0,0,0,8,1,0,0,3,0,0,0,0,0,0,0,0,0,0,0,7,47,33,14,202,188,14,0,0
Rayo Vallecano,Midfielder,4,Medrán,1.147,21,4,12,17,6,1,1,3,0,0,24,1,18,93,8,8,7,0,53,65,11,12,2,18,25,0,1,1,10,20,9,0,20,11,2,1,0,2,0,1,0,0,17,41,15,141,118,23,727,630,96,1,1
Rayo Vallecano,Midfielder,6,Gorka,285,5,2,3,3,1,0,0,0,0,0,5,1,6,14,10,5,2,0,10,10,11,5,0,2,4,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,1,0,7,36,20,16,142,123,19,0,0
Rayo Vallecano,Midfielder,10,Kakuta,720,12,3,9,9,1,0,0,1,1,0,19,1,10,36,8,7,5,0,33,43,5,14,3,5,9,0,0,0,3,4,1,0,16,14,1,0,1,0,1,0,0,0,34,10,12,95,76,19,231,220,10,1,1
Rayo Vallecano,Midfielder,12,Giannelli Imbula,1.739,22,13,21,9,7,0,0,1,0,0,35,2,8,88,5,7,7,0,110,88,9,17,1,39,27,0,0,0,12,14,4,1,57,14,0,1,1,0,0,0,0,0,8,15,14,224,198,26,710,662,45,3,1
Rayo Vallecano,Midfielder,14,Bebé,1.358,29,7,14,22,6,0,0,1,0,0,31,1,10,84,13,9,10,0,63,90,24,19,8,10,25,1,0,3,9,33,14,1,34,28,1,0,0,1,0,0,0,0,109,11,19,196,153,43,409,352,57,0,1
Rayo Vallecano,Midfielder,15,Mario Suárez,1.026,14,8,11,6,5,0,0,2,0,0,24,3,14,92,17,23,14,0,77,51,30,20,2,26,21,0,0,1,13,15,4,0,16,6,2,0,0,0,0,2,0,0,3,0,37,178,128,50,578,512,65,1,1
Rayo Vallecano,Midfielder,18,Álvaro,1.759,35,7,17,28,3,0,0,4,0,0,35,0,19,91,26,19,4,0,51,70,2,15,5,17,15,0,0,1,3,20,10,2,11,12,4,0,2,2,0,0,0,0,76,1,23,138,121,17,419,380,38,1,4
